orig_TaxaID,OTU_BCG_MO,ModifiedBCG,Notes
CHAULIODES PECTINICORNIS,CHAULIODES PECTINICORNIS,FALSE,
CHAULIODES RASTRICORNIS,CHAULIODES RASTRICORNIS,FALSE,
CHELIFERA,CHELIFERA,FALSE,
CHEUMATOPSYCHE,CHEUMATOPSYCHE,FALSE,
CHEUMATOSPYCHE,CHEUMATOPSYCHE,TRUE,misspelling
CHIMARRA,CHIMARRA,FALSE,
CHIRONOMIDAE,CHIRONOMIDAE,FALSE,
CHIRONOMINAE,CHIRONOMINAE,FALSE,
CHIRONOMINI,CHIRONOMINI,FALSE,
CHIRONOMUS,CHIRONOMUS,FALSE,
CHLOROPERLIDAE,CHLOROPERLIDAE,FALSE,
CHLOROTABANUS,CHLOROTABANUS,FALSE,
CHORDODIDAE,CHORDODIDAE,FALSE,
CHOROTERPES,CHOROTERPES,FALSE,
CHROMAGRION,CHROMAGRION,FALSE,
CHRYSOMELIDAE,CHRYSOMELIDAE,FALSE,
CHRYSOPS,CHRYSOPS,FALSE,
CLADOPELMA,CLADOPELMA,FALSE,
CLADOTANYTARSUS,CLADOTANYTARSUS,FALSE,
CLIMACIA,CLIMACIA,FALSE,
CLINOCERA,CLINOCERA,FALSE,
CLINOTANYPUS,CLINOTANYPUS,FALSE,
CLIOPERLA CLIO,CLIOPERLA CLIO,FALSE,
CNEPHIA,CNEPHIA,FALSE,
COELOTANYPUS,COELOTANYPUS,FALSE,
COENAGRIONIDAE,COENAGRIONIDAE,FALSE,
COLEOPTERA,COLEOPTERA,FALSE,
CONCHAPELOPIA,CONCHAPELOPIA,FALSE,
CONSTEMPELLINA,CONSTEMPELLINA,FALSE,
COPELATUS,COPELATUS,FALSE,
COPTOTOMUS,COPTOTOMUS,FALSE,
CORBICULA,CORBICULA,FALSE,
CORDULEGASTER,CORDULEGASTER,FALSE,
CORDULIIDAE,CORDULIIDAE,FALSE,
CORDULIINAE,CORDULIINAE,FALSE,
CORISELLA,CORISELLA,FALSE,
CORIXIDAE,CORIXIDAE,FALSE,
CORYDALUS,CORYDALUS,FALSE,
CORYNONEURA,CORYNONEURA,FALSE,
COSSIDAE,COSSIDAE,FALSE,
CRAMBIDAE,CRAMBIDAE,FALSE,
CRANGONYX,CRANGONYX,FALSE,
CRICOTOPUS /ORTHOCLADIUS,CRICOTOPUS/ORTHOCLADIUS,TRUE,space
CRICOTOPUS BICINCTUS,CRICOTOPUS BICINCTUS GROUP,TRUE,naming scheme (group)
CRICOTOPUS BICINCTUS GROUP,CRICOTOPUS BICINCTUS GROUP,FALSE,
CRICOTOPUS SYLVESTRIS GROUP,CRICOTOPUS SYLVESTRIS GROUP,FALSE,
CRICOTOPUS SYLVESTRIS GRP,CRICOTOPUS SYLVESTRIS GROUP,TRUE,naming scheme (group)
CRICOTOPUS TRIFASCIA,CRICOTOPUS TRIFASCIA,FALSE,
CRICOTOPUS/ORTHOCLADIUS,CRICOTOPUS/ORTHOCLADIUS,FALSE,
CRYPTOCHIRONOMUS,CRYPTOCHIRONOMUS,FALSE,
CRYPTOLABIS,CRYPTOLABIS,FALSE,
CRYPTOTENDIPES,CRYPTOTENDIPES,FALSE,
CULEX,CULEX,FALSE,
CULICIDAE,CULICIDAE,FALSE,
CULISETA,CULISETA,FALSE,
CYBISTER,CYBISTER,FALSE,
CYCLORRHAPHOUS-BRACHYCERA,CYCLORRHAPHOUS-BRACHYCERA,FALSE,
CYMBIODYTA,CYMBIODYTA,FALSE,
CYRNELLUS,CYRNELLUS,FALSE,
CYRNELLUS FRATERNUS,CYRNELLUS FRATERNUS,FALSE,
DACTYLOLABIS,DACTYLOLABIS,FALSE,
DANNELLA,DANNELLA,FALSE,
DANNELLA LITA,DANNELLA LITA,FALSE,
DASYHELEINAE,DASYHELEINAE,FALSE,
DEMICRYPTOCHIRONOMUS,DEMICRYPTOCHIRONOMUS,FALSE,
DESMOPACHNIA,DESMOPACHRIA,TRUE,misspelling
DESMOPACHRIA,DESMOPACHRIA,FALSE,
DIAMESA,DIAMESA,FALSE,
DIBUSA ANGATA,DIBUSA ANGATA,FALSE,
DICRANOPSELAPHUS,DICRANOPSELAPHUS,FALSE,
DICRANOTA,DICRANOTA,FALSE,
DICROTENDIPES,DICROTENDIPES,FALSE,
DIDYMOPS,DIDYMOPS,FALSE,
DINEUTUS,DINEUTUS,FALSE,
DIPHETOR,DIPHETOR,FALSE,
DIPLECTRONA,DIPLECTRONA,FALSE,
DIPLOCLADIUS,DIPLOCLADIUS,FALSE,
DIPTERA,DIPTERA,FALSE,
DIXA,DIXA,FALSE,
DIXELLA,DIXELLA,FALSE,
DIXIDAE,DIXIDAE,FALSE,
DJALMABATISTA,DJALMABATISTA,FALSE,
DOLICHOPODIDAE,DOLICHOPODIDAE,FALSE,
DROMOGOMPHUS,DROMOGOMPHUS,FALSE,
DRYOPIDAE,DRYOPIDAE,FALSE,
DUBIRAPHIA,DUBIRAPHIA,FALSE,
DYTHEMIS,DYTHEMIS,FALSE,
DYTISCIDAE,DYTISCIDAE,FALSE,
DYTISCUS,DYTISCUS,FALSE,
ECTOPRIA,ECTOPRIA,FALSE,
ECTOPRIA NERVOSA,ECTOPRIA NERVOSA,FALSE,
EINFELDIA,EINFELDIA,FALSE,
ELIMIA,ELIMIA,FALSE,
ELIMIDAE,ELMIDAE,TRUE,misspelling
ELMIDAE,ELMIDAE,FALSE,
EMPIDIDAE,EMPIDIDAE,FALSE,
ENALLAGMA,ENALLAGMA,FALSE,
ENCHYTRAEIDAE,ENCHYTRAEIDAE,FALSE,
ENDOCHIRONOMUS,ENDOCHIRONOMUS,FALSE,
ENDOTRIBELOS,ENDOTRIBELOS,FALSE,
ENOCHRUS,ENOCHRUS,FALSE,
EPHEMERA,EPHEMERA,FALSE,
EPHEMERA SIMULANS,EPHEMERA SIMULANS,FALSE,
EPHEMERELLA,EPHEMERELLA,FALSE,
EPHEMERELLA INVARIA,EPHEMERELLA INVARIA,FALSE,
EPHEMERELLA NEEDHAMI,EPHEMERELLA NEEDHAMI,FALSE,
EPHEMERELLA SUBVARIA,EPHEMERELLA SUBVARIA,FALSE,
EPHEMERELLIDAE,EPHEMERELLIDAE,FALSE,
EPHEMERIDAE,EPHEMERIDAE,FALSE,
EPHEMEROPTERA,EPHEMEROPTERA,FALSE,
EPHORON,EPHORON,FALSE,
EPHYDRIDAE,EPHYDRIDAE,FALSE,
EPIAESCHNA HEROS,EPIAESCHNA HEROS,FALSE,
EPICORDULIA,EPICORDULIA,FALSE,
EPITHECA (EPICORDULIA),EPITHECA (EPICORDULIA),FALSE,
EPITHECA (TETRAGONEURIA),EPITHECA (TETRAGONEURIA),FALSE,
EPOICOCLADIUS,EPOICOCLADIUS,FALSE,
ERIOPTERA,ERIOPTERA,FALSE,
ERPETOGOMPHUS,ERPETOGOMPHUS,FALSE,
ERPOBDELLIDAE,ERPOBDELLIDAE,FALSE,
ERYTHEMIS,ERYTHEMIS,FALSE,
ERYTHRODIPLAX,ERYTHRODIPLAX,FALSE,
EUBRANCHIPUS SERRATUS,EUBRANCHIPUS SERRATUS,FALSE,
EUKIEFFERIELLA,EUKIEFFERIELLA,FALSE,
EUKIEFFERIELLA BREHMI GROUP,EUKIEFFERIELLA BREHMI GROUP,FALSE,
EUKIEFFERIELLA BREHMI GRP,EUKIEFFERIELLA BREHMI GROUP,TRUE,naming scheme (group)
EUKIEFFERIELLA BREMI GROUP,EUKIEFFERIELLA BREHMI GROUP,TRUE,misspelling and naming scheme (group)
EUKIEFFERIELLA BREVICALCAR GROUP,EUKIEFFERIELLA BREVICALCAR GROUP,FALSE,
EUKIEFFERIELLA CLARIPENNIS GROUP,EUKIEFFERIELLA CLARIPENNIS GROUP,FALSE,
EUKIEFFERIELLA DEVONICA GROUP,EUKIEFFERIELLA DEVONICA GROUP,FALSE,
EUKIEFFERIELLA DEVONICA GRP,EUKIEFFERIELLA DEVONICA GROUP,TRUE,naming scheme (group)
EUKIEFFERIELLA GRACEI GROUP,EUKIEFFERIELLA GRACEI GROUP,FALSE,
EUKIEFFERIELLA GRACEI GRP,EUKIEFFERIELLA GRACEI GROUP,TRUE,naming scheme (group)
EUPARYPHUS,EUPARYPHUS,FALSE,
EURYLOPHELLA,EURYLOPHELLA,FALSE,
EURYLOPHELLA AESTIVA,EURYLOPHELLA AESTIVA,FALSE,
EURYLOPHELLA BICOLOR,EURYLOPHELLA BICOLOR,FALSE,
EURYLOPHELLA ENOENSIS,EURYLOPHELLA ENOENSIS,FALSE,
EURYLOPHELLA MACDUNNOUGHI,EURYLOPHELLA MACDUNNOUGHI,FALSE,
FALLCEON,FALLCEON,FALSE,
FALLICAMBARUS FODIENS,FALLICAMBARUS FODIENS,FALSE,
FAXONIUS,FAXONIUS,FALSE,
FAXONIUS HARRISONII,FAXONIUS HARRISONII,FALSE,
FAXONIUS HYLAS,FAXONIUS HYLAS,FALSE,
FAXONIUS IMMUNIS,FAXONIUS IMMUNIS,FALSE,
FAXONIUS LONGIDIGITUS,FAXONIUS LONGIDIGITUS,FALSE,
FAXONIUS LUTEUS,FAXONIUS LUTEUS,FALSE,
FAXONIUS MACRUS,FAXONIUS MACRUS,FALSE,
FAXONIUS MEDIUS,FAXONIUS MEDIUS,FALSE,
FAXONIUS NEGLECTUS,FAXONIUS NEGLECTUS,FALSE,
FAXONIUS OZARKAE,FAXONIUS OZARKAE,FALSE,
FAXONIUS PALMERI,FAXONIUS PALMERI,FALSE,
FAXONIUS PERUNCUS,FAXONIUS PERUNCUS,FALSE,
FAXONIUS PUNCTIMANUS,FAXONIUS PUNCTIMANUS,FALSE,
FAXONIUS QUADRUNCUS,FAXONIUS QUADRUNCUS,FALSE,
FAXONIUS VIRILIS,FAXONIUS VIRILIS,FALSE,
FAXONIUS WILLIAMSI,FAXONIUS WILLIAMSI,FALSE,
FERRISSIA,FERRISSIA,FALSE,
FITTKAUIMYIA,FITTKAUIMYIA,FALSE,
FORCIPOMYIINAE,FORCIPOMYIINAE,FALSE,
FOSSARIA,FOSSARIA,FALSE,
GAMMARUS,GAMMARUS,FALSE,
GELASTOCORIS,GELASTOCORIS,FALSE,
GEORTHOCLADIUS,GEORTHOCLADIUS,FALSE,
GERRIDAE,GERRIDAE,FALSE,
GERRIS,GERRIS,FALSE,
GLOSSIPHONIIDAE,GLOSSIPHONIIDAE,FALSE,
GLOSSOSOMA,GLOSSOSOMA,FALSE,
GLOSSOSOMATIDAE,GLOSSOSOMATIDAE,FALSE,
GLYPTOTENDIPES,GLYPTOTENDIPES,FALSE,
GOELDICHIRONOMUS,GOELDICHIRONOMUS,FALSE,
GOMPHIDAE,GOMPHIDAE,FALSE,
GOMPHUS,GOMPHUS,FALSE,
GONOMYIA,GONOMYIA,FALSE,
GORDIIDAE,GORDIIDAE,FALSE,
GRAPHODERUS,GRAPHODERUS,FALSE,
GRAPHODERUS LIBERUS,GRAPHODERUS LIBERUS,FALSE,
GUTTIPELOPIA,GUTTIPELOPIA,FALSE,
GYMNOCHTHEBIUS,GYMNOCHTHEBIUS,FALSE,
GYMNOMETRIOCNEMUS,GYMNOMETRIOCNEMUS,FALSE,
GYRAULUS,GYRAULUS,FALSE,
GYRETES,GYRETES,FALSE,
GYRINIDAE,GYRINIDAE,FALSE,
GYRINUS,GYRINUS,FALSE,
HABROPHLEBIODES,HABROPHLEBIODES,FALSE,
HAEMOPIS TERRESTRIS,HAEMOPIS TERRESTRIS,FALSE,
HAGENIUS,HAGENIUS,FALSE,
HAGENIUS BREVISTYLUS,HAGENIUS BREVISTYLUS,FALSE,
HALIPLIDAE,HALIPLIDAE,FALSE,
HALIPLUS,HALIPLUS,FALSE,
HAPLOPERLA,HAPLOPERLA,FALSE,
HAPLOTAXIDAE,HAPLOTAXIDAE,FALSE,
HAPLOTAXIS,HAPLOTAXIS,FALSE,
HARNISCHIA,HARNISCHIA,FALSE,
HEBRIDAE,HEBRIDAE,FALSE,
HEBRUS,HEBRUS,FALSE,
HELICHUS,HELICHUS,FALSE,
HELICHUS BASALIS,HELICHUS BASALIS,FALSE,
HELICHUS FASTIGIATUS,HELICHUS FASTIGIATUS,FALSE,
HELICHUS LITHOPHILUS,HELICHUS LITHOPHILUS,FALSE,
HELICHUS STRIATUS,HELICHUS STRIATUS,FALSE,
HELICOPSYCHE,HELICOPSYCHE,FALSE,
HELICOPSYCHIDAE,HELICOPSYCHIDAE,FALSE,
HELISOMA,HELISOMA,FALSE,
HELIUS,HELIUS,FALSE,
HELOCHARES,HELOCHARES,FALSE,
HELOCOMBUS,HELOCOMBUS,FALSE,
HELOCORDULIA,HELOCORDULIA,FALSE,
HELOPELOPIA,HELOPELOPIA,FALSE,
HELOPHORUS,HELOPHORUS,FALSE,
HELOPICUS NALATUS,HELOPICUS NALATUS,FALSE,
HEMERODROMIA,HEMERODROMIA,FALSE,
HEPTAGENIA,HEPTAGENIA,FALSE,
HEPTAGENIIDAE,HEPTAGENIIDAE,FALSE,
HESPEROCORIXA,HESPEROCORIXA,FALSE,
HETAERINA,HETAERINA,FALSE,
HETERELMIS,HETERELMIS,FALSE,
HETEROCERIDAE,HETEROCERIDAE,FALSE,
HETEROCLOEON,HETEROCLOEON,FALSE,
HETEROSTERNUTA,HETEROSTERNUTA,FALSE,
HETEROSTERNUTA PULCHRA,HETEROSTERNUTA PULCHRA,FALSE,
HETEROSTERNUTA WICKHAMI,HETEROSTERNUTA WICKHAMI,FALSE,
HETEROTRISSOCLADIUS,HETEROTRISSOCLADIUS,FALSE,
HEXAGENIA,HEXAGENIA,FALSE,
HEXAGENIA ATROCAUDATA,HEXAGENIA ATROCAUDATA,FALSE,
HEXAGENIA LIMBATA,HEXAGENIA LIMBATA,FALSE,
HEXATOMA,HEXATOMA,FALSE,
HIRUDINIDAE,HIRUDINIDAE,FALSE,
HIRUNDINIDAE,HIRUDINIDAE,TRUE,misspelling
HYALELLA AZTECA,HYALELLA AZTECA,FALSE,
HYBOMITRA,HYBOMITRA,FALSE,
HYDATICUS,HYDATICUS,FALSE,
HYDATOPHYLAX,HYDATOPHYLAX,FALSE,
HYDRACARINA,HYDRACARINA,FALSE,
HYDRAENA,HYDRAENA,FALSE,
HYDROBAENUS,HYDROBAENUS,FALSE,
HYDROBIIDAE,HYDROBIIDAE,FALSE,
HYDROBIUS,HYDROBIUS,FALSE,
HYDROCANTHUS,HYDROCANTHUS,FALSE,
HYDROCHARA,HYDROCHARA,FALSE,
HYDROCHUS,HYDROCHUS,FALSE,
HYDROMETRA,HYDROMETRA,FALSE,
HYDROPERLA,HYDROPERLA,FALSE,
HYDROPERLA CROSBYI,HYDROPERLA CROSBYI,FALSE,
HYDROPHILIDAE,HYDROPHILIDAE,FALSE,
HYDROPHILUS,HYDROPHILUS,FALSE,
HYDROPORUS,HYDROPORUS,FALSE,
HYDROPSYCHE,HYDROPSYCHE,FALSE,
HYDROPSYCHIDAE,HYDROPSYCHIDAE,FALSE,
HYDROPTILA,HYDROPTILA,FALSE,
HYDROPTILIDAE,HYDROPTILIDAE,FALSE,
HYDROVATUS,HYDROVATUS,FALSE,
HYGROTUS,HYGROTUS,FALSE,
HYPORHYGMA,HYPORHYGMA,FALSE,
ILYBIUS,ILYBIUS,FALSE,
ILYODRILUS TEMPLETONI,ILYODRILUS TEMPLETONI,FALSE,
IRONOQUIA,IRONOQUIA,FALSE,
ISCHNURA,ISCHNURA,FALSE,
ISONYCHIA,ISONYCHIA,FALSE,
ISONYCHIA BICOLOR,ISONYCHIA BICOLOR,FALSE,
ISONYCHIA RUFA,ISONYCHIA RUFA,FALSE,
ISONYCHIA SICCA,ISONYCHIA SICCA,FALSE,
ISONYCHIIDAE,ISONYCHIIDAE,FALSE,
ISOPERLA,ISOPERLA,FALSE,
KIEFFERULUS,KIEFFERULUS,FALSE,
KLOOSIA,KLOOSIA,FALSE,
KRENOPELOPIA,KRENOPELOPIA,FALSE,
KRENOSMITTIA,KRENOSMITTIA,FALSE,
KRIBIODORUM PERPULCHRUM,KRIBIODORUM PERPULCHRUM,FALSE,
LABRUNDINIA,LABRUNDINIA,FALSE,
LACCOBIUS,LACCOBIUS,FALSE,
LACCODYTES,LACCODYTES,FALSE,
LACCOPHILUS,LACCOPHILUS,FALSE,
LAEVAPEX,LAEVAPEX,FALSE,
LARSIA,LARSIA,FALSE,
LAUTERBORNIELLA,LAUTERBORNIELLA,FALSE,
LEPIDOPTERA,LEPIDOPTERA,FALSE,
LEPIDOSTOMA,LEPIDOSTOMA,FALSE,
LEPTOCERIDAE,LEPTOCERIDAE,FALSE,
LEPTOCERUS AMERICANUS,LEPTOCERUS AMERICANUS,FALSE,
LEPTOHYPHIDAE,LEPTOHYPHIDAE,FALSE,
LEPTOPHLEBIA,LEPTOPHLEBIA,FALSE,
LEPTOPHLEBIIDAE,LEPTOPHLEBIIDAE,FALSE,
LEPTOXIS,LEPTOXIS,FALSE,
LESTES,LESTES,FALSE,
LESTIDAE,LESTIDAE,FALSE,
LETHOCERUS,LETHOCERUS,FALSE,
LEUCOTRICHIA,LEUCOTRICHIA,FALSE,
LEUCROCUTA,LEUCROCUTA,FALSE,
LEUCTRA,LEUCTRA,FALSE,
LEUCTRIDAE,LEUCTRIDAE,FALSE,
LIBELLULA,LIBELLULA,FALSE,
LIBELLULIDAE,LIBELLULIDAE,FALSE,
LIBELLULINAE,LIBELLULINAE,FALSE,
LIMNEBIUS,LIMNEBIUS,FALSE,
LIMNEPHILIDAE,LIMNEPHILIDAE,FALSE,
LIMNODRILUS,LIMNODRILUS,FALSE,
LIMNODRILUS CERVIX,LIMNODRILUS CERVIX,FALSE,
LIMNODRILUS CLAPAREDIANUS,LIMNODRILUS CLAPAREDIANUS,FALSE,
LIMNODRILUS HOFFMEISTERI,LIMNODRILUS HOFFMEISTERI,FALSE,
LIMNODRILUS UDEKEMIANUS,LIMNODRILUS UDEKEMIANUS,FALSE,
LIMNOPHILA,LIMNOPHILA,FALSE,
LIMNOPHYES,LIMNOPHYES,FALSE,
LIMONIA,LIMONIA,FALSE,
LIODESSUS,LIODESSUS,FALSE,
LIOPOREUS,LIOPOREUS,FALSE,
LIOPOREUS TRIANGULARIS,LIOPOREUS TRIANGULARIS,FALSE,
LIPINIELLA,LIPINIELLA,FALSE,
LIRCEUS,LIRCEUS,FALSE,
LOPESCLADIUS,LOPESCLADIUS,FALSE,
LUMBRICIDAE,LUMBRICIDAE,FALSE,
LUMBRICINA,LUMBRICINA,FALSE,
LUMBRICULIDAE,LUMBRICULIDAE,FALSE,
LUTROCHUS,LUTROCHUS,FALSE,
LYMNAEA,LYMNAEA,FALSE,
LYMNAEIDAE,LYMNAEIDAE,FALSE,
LYPE DIVERSA,LYPE DIVERSA,FALSE,
MACCAFFERTIUM,MACCAFFERTIUM,FALSE,
MACCAFFERTIUM BEDNARIKI,MACCAFFERTIUM BEDNARIKI,FALSE,
MACCAFFERTIUM EXIGUUM,MACCAFFERTIUM EXIGUUM,FALSE,
MACCAFFERTIUM INTEGRUM,MACCAFFERTIUM INTEGRUM,FALSE,
MACCAFFERTIUM MEDIOPUNCTATUM,MACCAFFERTIUM MEDIOPUNCTATUM,FALSE,
MACCAFFERTIUM MEXICANUM INTEGRUM,MACCAFFERTIUM MEXICANUM INTEGRUM,FALSE,
MACCAFFERTIUM MODESTUM,MACCAFFERTIUM MODESTUM,FALSE,
MACCAFFERTIUM PULCHELLUM,MACCAFFERTIUM PULCHELLUM,FALSE,
MACCAFFERTIUM TERMINATUM,MACCAFFERTIUM TERMINATUM,FALSE,
MACCAFFERTIUM VICARIUM,MACCAFFERTIUM VICARIUM,FALSE,
MACROMIA,MACROMIA,FALSE,
MACRONYCHUS,MACRONYCHUS,FALSE,
MACRONYCHUS GLABRATUS,MACRONYCHUS GLABRATUS,FALSE,
MARILIA,MARILIA,FALSE,
MEGALOPTERA,MEGALOPTERA,FALSE,
MENETUS,MENETUS,FALSE,
MENETUS SAMPSONI,MENETUS SAMPSONI,FALSE,
MERRAGATA,MERRAGATA,FALSE,
MESOCRICOTOPUS,MESOCRICOTOPUS,FALSE,
MESOSMITTIA,MESOSMITTIA,FALSE,
MESOVELIA,MESOVELIA,FALSE,
MESOVELIIDAE,MESOVELIIDAE,FALSE,
METRIOCNEMUS,METRIOCNEMUS,FALSE,
METRIOCNEMUS (N.SP.),METRIOCNEMUS,TRUE,naming scheme
METROBATES,METROBATES,FALSE,
MICRASEMA,MICRASEMA,FALSE,
MICROCHIRONOMUS,MICROCHIRONOMUS,FALSE,
MICROCYLLOEPUS,MICROCYLLOEPUS,FALSE,
MICROCYLLOEPUS PUSILLUS,MICROCYLLOEPUS PUSILLUS,FALSE,
MICROMENETUS,MICROMENETUS,FALSE,
MICROPSECTRA,MICROPSECTRA,FALSE,
MICROTENDIPES,MICROTENDIPES,FALSE,
MICROVELIA,MICROVELIA,FALSE,
MOLANNA,MOLANNA,FALSE,
MOLOPHILUS,MOLOPHILUS,FALSE,
MONODIAMESA,MONODIAMESA,FALSE,
MONOPELOPIA,MONOPELOPIA,FALSE,
MUSCIDAE,MUSCIDAE,FALSE,
MYSTACIDES,MYSTACIDES,FALSE,
MYXOSARGUS,MYXOSARGUS,FALSE,
NANOCLADIUS,NANOCLADIUS,FALSE,
NASIAESCHNA,NASIAESCHNA,FALSE,
NASIAESCHNA PENTACANTHA,NASIAESCHNA PENTACANTHA,FALSE,
NATARSIA,NATARSIA,FALSE,
NECTOPSYCHE,NECTOPSYCHE,FALSE,
