FinalID,NonTarget,Rank,FFG,FeedingGroupsCode,FeedGrpWt,HABIT,HABIT_MPCA,TolVal,TolVal2,LongLived,BCG_Attr_GP,BCG_Attr_RR,BCG_Cool_8,BCG_Cold_9,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,Family,SubFamily,Tribe,Genus,SubGenus,Species,BenTaxaID,TSN,ParTSN
Cladopelma,FALSE,Genus,CG,cg,,BU,burr,,22.80386912,FALSE,4,4,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Cladopelma,,,353,129350,129229
Cladotanytarsus,FALSE,Genus,CG,cg,ColGF,CB,clim,8.041506623,20.99462155,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Tanytarsini,Cladotanytarsus,,,421,129873,129872
Cladotanytarsus/Tanytarsus,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Tanytarsini,Cladotanytarsus/Tanytarsus,,,424,,
Cleptelmis,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Coleoptera,,Elmidae,,,Cleptelmis,,,155,114164,114093
Climacia,FALSE,Genus,PR,pr,PredP,CB,clim,,,FALSE,3,3,,,Arthropoda,,Insecta,Pterygota,Neuroptera,Hemerobiiformia,Sisyridae,,,Climacia,,,894,115086,115085
Clinocera,FALSE,Genus,PR,pr,PredE,CN,clng,2.993203019,,FALSE,,,4,4,Arthropoda,,Insecta,Pterygota,Diptera,Brachycera,Empididae,Clinocerinae,,Clinocera,,,277,135849,135844
Clinocerinae,FALSE,Subfamily,PR,pr,PredE,CN,clng,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Brachycera,Empididae,Clinocerinae,,,,,,,
Clinohelea,FALSE,Genus,PR,pr,PredE,BU,burr,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Ceratopogonidae,Ceratopogoninae,Heteromyiini,Clinohelea,,,1677,127649,127648
Clinotanypus,FALSE,Genus,PR,pr,PredE,BU,burr,3.295322185,20.95399978,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Coelotanypodini,Clinotanypus,,,551,127996,127995
Clioperla,FALSE,Genus,PR,pr,,CN,clng,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Plecoptera,Systellognatha,Perlodidae,Isoperlinae,,Clioperla,,,1778,103118,102994
Cloeon,FALSE,Genus,CG,cg,,SW,swim,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Pisciforma,Baetidae,,,Cloeon,,,767,100756,100755
Coelotanypus,FALSE,Genus,PR,pr,PredE,BU,burr,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Coelotanypodini,Coelotanypus,,,553,128010,127995
Coenagrion,FALSE,Genus,PR,pr,PredE,CB,clim,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Odonata,Zygoptera,Coenagrionidae,,,Coenagrion,,,1678,102155,102077
Coenagrion/Enallagma,FALSE,Genus,PR,pr,PredE,CB,clim,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Odonata,Zygoptera,Coenagrionidae,,,Coenagrion/Enallagma,,,969,,
Coenagrionidae,FALSE,Family,PR,pr,PredE,CB,clim,9.72844714,21.66033956,FALSE,4,5,4,4,Arthropoda,,Insecta,Pterygota,Odonata,Zygoptera,Coenagrionidae,,,,,,965,102077,102042
Coleoptera,FALSE,Order,PR,pr,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Coleoptera,,Coleoptera,,,,,,127,109216,563890
Collembola,FALSE,Order,CG,cg,,,,,,FALSE,,,,,Arthropoda,Hexapoda,Entognatha,,Collembola,,,,,,,,126,99237,563886
Colymbetes,FALSE,Genus,PR,pr,PredP,SW,swim,,,FALSE,4,4,,,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Dytiscidae,Colymbetinae,Colymbetini,Colymbetes,,,1679,112379,728218
Conchapelopia,FALSE,Genus,PR,pr,PredE,SP,spra,8.665542384,19.36033862,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Pentaneurini,Conchapelopia,,,570,128130,128078
Conchapelopia/Helopelopia,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Pentaneurini,Conchapelopia/Helopelopia,,,1631,,
Conchapelopia/Thienemannimyia,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Pentaneurini,Conchapelopia/Thienemannimyia,,,1632,,
Constempellina,FALSE,Genus,CG,cg,,CB,clim,,,FALSE,3,3,3,3,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Tanytarsini,Constempellina,,,425,129884,129872
Copelatus,FALSE,Genus,PR,pr,PredP,SW,swim,,,FALSE,,,,,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Dytiscidae,Copelatinae,Copelatini,Copelatus,,,134,112561,111963
Copepoda,FALSE,Order,CG,cg,,,,,,FALSE,,,,,Arthropoda,,Copepoda,,,,,,,,,,,,
Coptotomus,FALSE,Genus,PR,pr,PredP,SW,swim,,20.0713151,FALSE,4,4,,,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Dytiscidae,Coptotiminae,Coptotimini,Coptotomus,,,135,112371,111963
Coquillettidia,FALSE,Genus,CF,cf,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Culicidae,Culicinae,Culicini,Coquillettidia,,,1838,126424,
Corbicula,FALSE,Genus,CF,cf,,BU,burr,,,FALSE,,,,,Mollusca,,Bivalvia,Heterodonta,Veneroida,,Corbiculidae,,,Corbicula,,,1316,81385,81381
Corbiculidae,FALSE,Family,CF,cf,,BU,burr,,,FALSE,6,6,,,Mollusca,,Bivalvia,Heterodonta,Veneroida,,Corbiculidae,,,,,,1680,81381,566875
Corbiculoidea,FALSE,Family,,,,,,,,FALSE,,,,,Mollusca,,Bivalvia,Heterodonta,Veneroida,,Corbiculoidea,,,,,,1315,566875,80384
Cordulegaster,FALSE,Genus,PR,pr,PredE,BU,burr,0,,TRUE,3,3,2,2,Arthropoda,,Insecta,Pterygota,Odonata,Anisoptera,Cordulegastridae,,,Cordulegaster,,,911,102027,102026
Cordulegastridae,FALSE,Family,PR,pr,PredE,BU,burr,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Odonata,Anisoptera,Cordulegastridae,,,,,,910,102026,102025
Cordulia,FALSE,Genus,PR,pr,PredE,SP,spra,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Odonata,Anisoptera,Corduliidae,Corduliinae,,Cordulia,,,1681,102014,591728
Corduliidae,FALSE,Family,PR,pr,PredE,CB,clim,3.875442865,19.86574727,TRUE,,,,,Arthropoda,,Insecta,Pterygota,Odonata,Anisoptera,Corduliidae,,,,,,914,102020,101796
Corduliidae/Libellulidae,FALSE,Family,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Odonata,Anisoptera,Corduliidae/Libellulidae,,,,,,925,,
Corduliinae,FALSE,Subfamily,PR,pr,PredE,SP,spra,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Odonata,Anisoptera,Corduliidae,Corduliinae,,,,,915,591728,102020
Corisella,FALSE,Genus,PR,pr,PredP,SW,swim,,,FALSE,5,5,,,Arthropoda,,Insecta,Pterygota,Hemiptera,Heteroptera,Corixidae,Corixinae,,Corisella,,,1682,103484,717520
Corixidae,FALSE,Family,PR,pr,Herb,SW,swim,8.677383714,21.37728255,FALSE,5,5,5,5,Arthropoda,,Insecta,Pterygota,Hemiptera,Heteroptera,Corixidae,,,,,,837,103364,103358
Corydalidae,FALSE,Family,PR,pr,PredE,CN,clng,2.921002371,19.8960386,TRUE,,,,,Arthropoda,,Insecta,Pterygota,Megaloptera,,Corydalidae,,,,,,881,115023,115000
Corydalus,FALSE,Genus,PR,pr,PredE,CN,clng,,,FALSE,,,4,4,Arthropoda,,Insecta,Pterygota,Megaloptera,,Corydalidae,Corydalinae,,Corydalus,,,888,115033,115023
Corynoneura,FALSE,Genus,CG,cg,,SP,spra,6.703719632,19.41592427,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Corynoneurini,Corynoneura,,,468,128563,128457
Corynoneura/Thienemanniella,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Corynoneurini,Corynoneura/Thienemanniella,,,469,,
Crambidae,FALSE,Family,SH,sh,,,,6.874775012,23.47118756,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Lepidoptera,,Crambidae,,,,,,1839,693963,
Crambus,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Lepidoptera,Microlepidoptera,Pyralidae,Crambinae,,Crambus,,,877,,
Crangonyctidae,FALSE,Family,CG,cg,,SP,spra,,19.98128152,FALSE,,,,,Arthropoda,Crustacea,Malacostraca,,Amphipoda,Gammaridea,Crangonyctidae,,,,,,1287,95080,93295
Crangonyx,FALSE,Genus,CG,cg,,SP,spra,,19.98128152,FALSE,,,4,4,Arthropoda,Crustacea,Malacostraca,,Amphipoda,Gammaridea,Crangonyctidae,,,Crangonyx,,,1288,95081,95080
Crenitis,FALSE,Genus,PR,pr,PredP,BU,burr,,19.36880628,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Hydrophilidae,Hydrophilinae,Anacaenini,Crenitis,,,1415,113220,112811
Cricotopus,FALSE,Genus,SH,sh,,CN,clng,8.515327965,20.11144446,FALSE,4,5,5,5,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Cricotopus,,,482,128575,128457
Cricotopus/Orthocladius,FALSE,Genus,SH,sh,,SP,spra,6,,FALSE,,,,5,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Cricotopus/Orthocladius,Cricotopus (Cricotopus),,489,,
Crustacea,FALSE,Class,,,,,,,,FALSE,,,,,Mollusca,Crustacea,Bivalvia,Heterodonta,Veneroida,,Pisidiidae,,,,,,72,83677,82696
Cryptochironomus,FALSE,Genus,PR,pr,PredE,SP,spra,9.127296911,20.13107862,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Cryptochironomus,,,354,129368,129229
Cryptolabis,FALSE,Genus,SH,sh,PredE,BU,burr,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Tipulidae,Limoniinae,Eriopterini,Cryptolabis,,,638,120488,120397
Cryptotendipes,FALSE,Genus,CG,cg,,BU,burr,8.013345289,20.76172523,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Cryptotendipes,,,356,129394,129229
Cryptotendipes/Cladopelma,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Cryptotendipes/Cladopelma,,,357,,
Culex,FALSE,Genus,CF,cf,,SW,swim,,22.23161444,FALSE,4,4,5,5,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Culicidae,Culicinae,Culicini,Culex,,,600,126455,126233
Culicidae,FALSE,Family,CG,cg,,SW,swim,7.955827284,20.69423352,FALSE,4,4,5,5,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Culicidae,,,,,,597,125930,125808
Culicoides,FALSE,Genus,PR,pr,PredE,BU,burr,5.678206276,20.53027551,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Ceratopogonidae,Ceratopogoninae,Culicoidini,Culicoides,,,329,127340,127339
Culiseta,FALSE,Genus,CG,cg,,SW,swim,,,FALSE,4,4,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Culicidae,Culicinae,Culicini,Culiseta,,,1683,126429,126233
Culoptila,FALSE,Genus,SC,sc,,CN,clng,,,FALSE,,,,,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Spicipalpia,Glossosomatidae,Protoptilinae,,Culoptila,,,1239,115236,115096
Cultus,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Plecoptera,Systellognatha,Perlodidae,Perlodinae,Diploperlini,Cultus,,,1038,103137,102994
Curculionidae,FALSE,Family,SH,sh,,CN,clng,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Curculionidae,,,,,,194,114666,114654
Cylloepus,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Coleoptera,,Elmidae,,,Cylloepus,,,154,114208,114093
Cymatia,FALSE,Genus,PR,pr,Herb,SW,swim,,,FALSE,5,5,5,5,Arthropoda,,Insecta,Pterygota,Hemiptera,Heteroptera,Corixidae,Cymatiinae,,Cymatia,,,1684,103525,717521
Cymbiodyta,FALSE,Genus,CG,cg,PredP,BU,burr,,,FALSE,4,4,,,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Hydrophilidae,Hydrophilinae,Hydrophilini,Cymbiodyta,,,246,113017,112811
Cyphon,FALSE,Genus,SC,sc,,CB,clim,,21.62639538,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Coleoptera,,Scirtidae,,,Cyphon,,,173,113948,113923
Cyrnellus,FALSE,Genus,CF,cf,,CN,clng,,,FALSE,3,3,4,4,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Polycentropodidae,Polycentropodinae,,Cyrnellus,,,1127,117091,117043
Dannella,FALSE,Genus,CG,cg,,SW,swim,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Furcatergalia,Ephemerellidae,,,Dannella,,,682,101360,101232
Dasyhelea,FALSE,Genus,CG,cg,PredE,SP,spra,,20.84957565,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Ceratopogonidae,Dasyheleinae,,Dasyhelea,,,338,127278,127277
Decapoda,FALSE,Order,SH,sh,,,,,,FALSE,,,,,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Decapoda,,,,,,,,1297,95599,95495
Demicryptochironomus,FALSE,Genus,CG,cg,,BU,burr,,19.00894519,FALSE,3,3,3,3,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Demicryptochironomus,,,358,129421,129229
Dentatella,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Furcatergalia,Ephemerellidae,,,Dentatella,,,1469,609511,101232
Deronectes,FALSE,Genus,PR,pr,PredP,SW,swim,,,FALSE,,,,,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Dytiscidae,Hydroporinae,Hydroporini,Deronectes,,,136,112153,111963
Desmopachria,FALSE,Genus,PR,pr,PredP,SW,swim,,23.71990105,FALSE,4,4,,,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Dytiscidae,Hydroporinae,Hyphydrini,Desmopachria,,,137,112145,111963
Desserobdella,FALSE,Genus,PR,pr,PredS,,,,,FALSE,,,,,Annelida,,Clitellata,Hirudinea,Rhynchobdellida,,Glossiphoniidae,Glossiphoniinae,,Desserobdella,,,1779,555637,568849
Diamesa,FALSE,Genus,CG,cg,,SP,spra,,,FALSE,3,3,3,3,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Diamesinae,Diamesini,Diamesa,,,445,128355,128351
Diamesinae,FALSE,Subfamily,CG,cg,,SP,spra,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Diamesinae,,,,,444,128341,127917
Dibusa,FALSE,Genus,PR,pr,,CN,clng,,,FALSE,4,4,,,Arthropoda,,Insecta,Pterygota,Trichoptera,Spicipalpia,Hydroptilidae,Hydroptilinae,,Dibusa,,,1251,115826,115629
Dicranomyia,FALSE,Genus,CG,cg,PredE,BU,burr,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Tipulidae,,,Dicranomyia,,,,,
Dicranota,FALSE,Genus,PR,pr,PredE,BU,burr,3.982912987,18.3091267,FALSE,3,3,3,3,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Tipulidae,Limoniinae,Pediciini,Dicranota,,,654,121027,121026
Dicrotendipes,FALSE,Genus,CG,cg,,BU,burr,8.187571649,20.08406421,FALSE,5,5,5,5,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Dicrotendipes,,,359,129428,129229
Didymops,FALSE,Genus,PR,pr,PredE,SP,spra,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Odonata,Anisoptera,Corduliidae,Macromiinae,,Didymops,,,920,101851,101797
Dina,FALSE,Genus,PR,pr,PredO,SW,swim,,,FALSE,,,,,Annelida,,Clitellata,Hirudinea,Arhynchobdellida,Erpobdelliformes,Erpobdellidae,,,Dina,,,5,69439,69438
Dineutus,FALSE,Genus,PR,pr,PredP,SW,swim,,,FALSE,4,4,,,Arthropoda,,Insecta,Pterygota,Coleoptera,Adephaga,Gyrinidae,,,Dineutus,,,184,112711,112653
Diphetor,FALSE,Genus,CG,cg,,CB,clim,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Pisciforma,Baetidae,,,Diphetor,,,768,568550,100755
Diplectrona,FALSE,Genus,CF,cf,,CN,clng,,,FALSE,2,2,2,2,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Diplectroninae,,Diplectrona,,,1060,115399,115398
Diplocladius,FALSE,Genus,CG,cg,,SP,spra,,22.89093804,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Diplocladius,,,490,128670,128457
Diploperla,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Plecoptera,Systellognatha,Perlodidae,Perlodinae,Diploperlini,Diploperla,,,1039,103166,102994
Dipseudopsidae,FALSE,Family,CF,cf,,CN,clng,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Trichoptera,,Dipseudopsidae,,,,,,1808,598168,598158
Diptera,FALSE,Order,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,,,,,,,,268,118831,563890
Discocerina,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Brachycera,Ephydridae,Psilopinae,Discocerinini,Discocerina,,,289,146961,146955
Diura,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Plecoptera,Systellognatha,Perlodidae,Perlodinae,Perlodini,Diura,,,1041,103094,102994
Diura/Mulirekus,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Plecoptera,Systellognatha,Perlodidae,Perlodinae,Perlodini,Diura/Mulirekus,,,1042,,
Dixa,FALSE,Genus,CG,cg,,CB,clim,,17.82440625,FALSE,3,3,4,4,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Dixidae,,,Dixa,,,603,125810,125809
Dixella,FALSE,Genus,CG,cg,,SW,swim,4.265134717,19.47086143,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Dixidae,,,Dixella,,,604,125854,125809
Dixidae,FALSE,Family,CG,cg,,SW,swim,,19.02830519,FALSE,4,4,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Dixidae,,,,,,602,125809,125808
Djalmabatista,FALSE,Genus,PR,pr,PredE,SP,spra,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Procladiini,Djalmabatista,,,594,128271,128270
DNI,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,
Dolichopodidae,FALSE,Family,PR,pr,PredE,BU,burr,,21.30437311,FALSE,,,4,4,Arthropoda,,Insecta,Pterygota,Diptera,Brachycera,Dolichopodidae,Dolichopodinae,,,,,274,136824,131750
Dolichopus,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Brachycera,Dolichopodidae,Dolichopodinae,,Dolichopus,,,275,137953,137952
Dolophilodes,FALSE,Genus,CF,cf,,CN,clng,,17.40035383,FALSE,2,2,2,2,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Philopotamidae,Philopotaminae,,Dolophilodes,,,1120,115319,115257
Donacia,FALSE,Genus,SH,sh,,CN,clng,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Chrysomelidae,Donaciinae,Donaciini,Donacia,,,193,114510,114509
Donaciinae,FALSE,Subfamily,SH,sh,,CN,clng,6,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Chrysomelidae,Donaciinae,,,,,,,
Doncricotopus,FALSE,Genus,CG,cg,,SP,spra,,17.77939343,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,,Doncricotopus,,,453,128680,128457
Dorocordulia,FALSE,Genus,PR,pr,PredE,SP,spra,5,,TRUE,,,,,Arthropoda,,Insecta,Pterygota,Odonata,Anisoptera,Corduliidae,Corduliinae,,Dorocordulia,,,1688,101854,591728
Dorylaimidae,FALSE,Family,,,,,,,,FALSE,,,,,Nemata,,Adenophorea,Enoplia,Dorylaimida,,Dorylaimidae,,,,,,1809,62983,62921
Dreissena,FALSE,Genus,CF,cf,,CN,clng,,,FALSE,,,,,Mollusca,,Bivalvia,Heterodonta,Veneroida,,Dreissenidae,,,Dreissena,,,1780,81338,81330
Dreissenidae,FALSE,Family,CF,cf,,CN,clng,,,FALSE,,,,,Mollusca,,Bivalvia,Heterodonta,Veneroida,,Dreissenidae,,,,,,1810,81330,566874
Dromogomphus,FALSE,Genus,PR,pr,PredE,BU,burr,,,FALSE,3,3,,,Arthropoda,,Insecta,Pterygota,Odonata,Anisoptera,Gomphidae,,,Dromogomphus,,,929,101730,101664
Drunella,FALSE,Genus,SC,sc,,CN,clng,,,FALSE,,,2,2,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Furcatergalia,Ephemerellidae,,,Drunella,,,685,101365,101232
Dryopidae,FALSE,Family,SC,sc,,CN,clng,,18.51991735,FALSE,4,4,,,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Dryopidae,,,,,,1691,113999,113996
Dubiraphia,FALSE,Genus,CG,cg,,CN,clng,9.264607033,21.06362725,TRUE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Elmidae,,,Dubiraphia,,,205,114126,114093
Dytiscidae,FALSE,Family,PR,pr,PredP,SW,swim,7.701084238,21.12828943,FALSE,4,4,,,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Dytiscidae,,,,,,177,111963,109226
Dytiscinae,FALSE,Subfamily,PR,pr,PredP,SW,swim,,,FALSE,,,,,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Dytiscidae,Dytiscinae,,,,,,,
Dytiscus,FALSE,Genus,PR,pr,PredP,SW,swim,,,FALSE,4,4,,,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Dytiscidae,Dytiscinae,Dytiscini,Dytiscus,,,178,112118,111963
Eccoptura,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Plecoptera,Systellognatha,Perlidae,Acroneuriinae,Acroneuriini,Eccoptura,,,1006,102939,102914
Ectemnia,FALSE,Genus,CF,cf,,CN,clng,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Simuliidae,Simuliinae,Prosimuliini,Ectemnia,,,626,126660,126648
Ectopria,FALSE,Genus,SC,sc,,CN,clng,,20.24802319,FALSE,3,3,,,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Psephenidae,Eubriinae,,Ectopria,,,258,114087,114069
Einfeldia,FALSE,Genus,CG,cg,,BU,burr,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Einfeldia,,,361,129459,129229
Elimia,FALSE,Genus,SC,sc,,CB,clim,,,FALSE,,,,,Mollusca,,Gastropoda,,Neotaenioglossa,,Pleuroceridae,,,Elimia,,,1371,71654,71541
Elimia/Pleurocera,FALSE,Genus,,,,,,,,FALSE,,,,,Mollusca,,Gastropoda,,Neotaenioglossa,,Pleuroceridae,,,Elimia/Pleurocera,,,1373,,
Elliptio,FALSE,Genus,CF,cf,,BU,burr,,,FALSE,,,,,Mollusca,,Bivalvia,Palaeoheterodonta,Unionoida,,Unionidae,,,Elliptio,,,1329,79951,79913
Elliptoideus,FALSE,Genus,MH,hb,,BU,burr,,,FALSE,,,,,Mollusca,,Bivalvia,Palaeoheterodonta,Unionoida,,Unionidae,,,Elliptoideus,,,1692,80297,79913
Elmidae,FALSE,Family,CG,cg,,CN,clng,8.163034328,20.92615226,TRUE,4,4,,,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Elmidae,,,,,,202,114093,113998
Elophila,FALSE,Genus,SH,sh,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Lepidoptera,,Crambidae,Nymphulinae,Nymphulini,Elophila,,,1840,117665,
Empididae,FALSE,Family,PR,pr,PredE,SP,spra,5.608703853,20.24591495,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Diptera,Brachycera,Empididae,,,,,,276,135830,131750
Enallagma,FALSE,Genus,PR,pr,PredE,CB,clim,9.167115534,21.85130227,FALSE,4,5,5,5,Arthropoda,,Insecta,Pterygota,Odonata,Zygoptera,Coenagrionidae,,,Enallagma,,,970,102102,102077
Enallagma/Ischnura,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Odonata,Zygoptera,Coenagrionidae,,,Enallagma/Ischnura,,,1633,,
Endochironomus,FALSE,Genus,SH,sh,,CN,clng,8.522623069,22.07519867,FALSE,4,5,5,5,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Endochironomus,,,362,129470,129229
Endotribelos,FALSE,Genus,CG,cg,,BU,burr,,21.24233487,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Endotribelos,,,363,130046,128457
Enochrus,FALSE,Genus,CG,cg,PredP,BU,burr,10,21.19435959,FALSE,4,5,5,5,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Hydrophilidae,Hydrophilinae,Hydrophilini,Enochrus,,,247,112973,112811
Entomobryidae,FALSE,Family,CG,cg,,SK,skat,,,FALSE,,,,,Arthropoda,Hexapoda,Entognatha,,Collembola,Entomobryomorpha,Entomobryidae,,,,,,1693,99643,723386
