Version,2/24/2025,,,,,,,,,
Primary contacts,Jen Stamp (Jen.Stamp@tetratech.com) and Sean Sullivan (ssullivan@rhithron.com),,,,,,,,,
,,,,,,,,,,
Taxon_Group,"major taxonomic groups - Chironomidae, Coleoptera, Diptera, Ephemeroptera, Heteroptera, Lepidoptera, Megaloptera, Neuroptera, Odonata, Oligochaeta, Other non-insect, Plecoptera, Trichoptera",,,,,,,,,
Taxon,"taxon name from the selected OTU (OTU_TolAnal_v1, OTU_Regional_2025)",,,,,,,,,
Rank,level of taxonomic resolution,,,,,,,,,
NonTarget,FALSE = target (ok to include in calculations). TRUE = nontarget (not appropriate to include in any of the calculations).,,,,,,,,,
FFG,"Primary Functional Feeding Group: collector-gatherer (CG), collector-filterer (CF), predator (PR), scraper (SC), shredder (SH), macrophyte herbivore (MH), omnivore (OM), parasite (PA), piercer-herbivore (PH), xylophage (XY). Multiple entries are allowed and are separated with a comma",,,,,,,,,
FFG_Source,Primary source(s) of FFG,,,,,,,,,
Habit,"Habit: burrowers (BU), climbers (CB), clingers (CN), sprawlers (SP), swimmers (SW), skaters (SK). Multiple entries are allowed and are separated with a comma",,,,,,,,,
Habit_Source,Primary source(s) of habit,,,,,,,,,
Life_Cycle,"Number of broods or generations of an organism in a year (also referred to as 'voltinism'): univoltine (UNI), semivoltine (SEMI), or multivoltine (MULTI).",,,,,,,,,
Life_Cycle_Source,Primary source(s) of life cycle,,,,,,,,,
Thermal_indicator,"Thermal preference assignments: cold stenotherm (stenoc), cold (cold), cool (cool), cowa (cool/warm), warm (warm), warm stenotherm (warm), eurythermal",,,,,,,,,
TolVal,Tolerance value (numeric),,,,,,,,,
TSN,"Taxonomic Serial Number - a unique, persistent, non-intelligent identifier for a scientific name in the context of the Integrated Taxonomic Information System (ITIS).",,,,,,,,,
Kingdom,taxonomic hierarchy,,,,,,,,,
Phylum,taxonomic hierarchy,,,,,,,,,
SubPhylum,taxonomic hierarchy,,,,,,,,,
Class,taxonomic hierarchy,,,,,,,,,
SubClass,taxonomic hierarchy,,,,,,,,,
Order,taxonomic hierarchy,,,,,,,,,
SubOrder,taxonomic hierarchy,,,,,,,,,
SuperFamily,taxonomic hierarchy,,,,,,,,,
Family,taxonomic hierarchy,,,,,,,,,
SubFamily,taxonomic hierarchy,,,,,,,,,
Tribe,taxonomic hierarchy,,,,,,,,,
GenusGroup,taxonomic hierarchy,,,,,,,,,
Genus Slash,taxonomic hierarchy,,,,,,,,,
Genus,taxonomic hierarchy,,,,,,,,,
SubGenus,taxonomic hierarchy,,,,,,,,,
SpeciesGroup,taxonomic hierarchy,,,,,,,,,
SpeciesSubGroup,taxonomic hierarchy,,,,,,,,,
SpeciesComplex,taxonomic hierarchy,,,,,,,,,
Species Slash,taxonomic hierarchy,,,,,,,,,
Species,taxonomic hierarchy,,,,,,,,,
,,,,,,,,,,
REFERENCES - TRAITS,,,,,,,,,,
"Primary reference for FFG, Habit and habitat, which itself is a review of the literature by various insect specialists.",,,,,,,,,,
"Merritt, Richard W., Kenneth W. Cummins and Martin B. Berg 2019.An Introduction to the Aquatic Insects of North America, Kendall/Hunt Publishing Company, Dubuque, Iowa 1480 pages.",,,,,,,,,,
,,,,,,,,,,
"Primary reference for voltinism in insects, which is itself a review of the literature. ",,,,,,,,,,
"Poff, LeRoy N., Julian D. Olden, Nicole K.M. Vieira, Debra S. Finn, Mark P. Simmons and Boris C. Kondratieff 2006. Functional trait niches of North American lotic insects: Traits-based ecological applications in light of Phylogenetic relationships. Journal of the North American Benthological Society 25(4): 730-755.",,,,,,,,,,
,,,,,,,,,,
"Primary reference for non-insect freshwater invertebrate biology, which itself a review of the literature.",,,,,,,,,,
"Pennak, Robert W. 1989. Fresh-Water Invertebrates of the United States, Third Edition. John Wiley & Sons, Inc., New York, 628 pages.",,,,,,,,,,
,,,,,,,,,,
"Primary reference for Plecoptera biology, which itself a review of the literature.",,,,,,,,,,
"Stewart, K.W. and  Stark, B.P. 2002. Nymphs of North American Stonefly Genera (Plecoptera), Second Edition, The Caddis Press, Columbus, Ohio, 510 pages.",,,,,,,,,,
,,,,,,,,,,
